CAND_ID,CAND_F_NAME,CAND_L_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,,
H2GA12113, DANIEL WRIGHT,MCLEOD,C,2,REP,0.00,0.00,0.00,0.00,124.99,124.99,0.00,0.00,0.00,0.00,0.00,142810.54,0.00,GA,12.00,,,,,,0.00,0,3/31/2019,0,0,,
H2GA12121, RICHARD W,ALLEN,I,2,REP,178667.31,0.00,75537.83,0.00,80757.79,183887.27,0.00,0.00,0.00,0.00,0.00,1125000.00,131654.00,GA,12.00,,,,,,46000.00,0,3/31/2019,0,0,,
H4GA12051, EUGENE MR.,YU,C,2,REP,0.00,0.00,0.00,0.00,36907.74,36907.74,0.00,0.00,0.00,0.00,0.00,33000.00,0.00,GA,12.00,,,,,,0.00,0,3/31/2019,0,0,,
H2GA13012, DAVID ALBERT,SCOTT,I,1,DEM,108604.85,0.00,84867.48,0.00,375977.64,399715.01,0.00,0.00,0.00,0.00,0.00,20600.00,500.00,GA,13.00,,,,,,108000.00,0,3/31/2019,0,0,,
H8GA13027, MARTIN LINDSEY MR. III,COWEN,C,3,LIB,1083.04,0.00,1043.99,0.00,83.30,122.35,335.15,700.00,0.00,0.00,0.00,15420.00,35.00,GA,13.00,,,,,,0.00,0,3/31/2019,0,0,,
H8GA14025, STEVEN,FOSTER,C,1,DEM,0.00,0.00,41.00,0.00,4684.00,4643.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,GA,14.00,,,,,,0.00,0,3/31/2019,0,0,,
H0GA09030, JOHN THOMAS MR. JR.,GRAVES,I,2,REP,271600.77,9662.20,152686.52,0.00,1944503.48,2063417.73,0.00,0.00,0.00,0.00,0.00,0.00,75150.00,GA,14.00,,,,,,177700.00,0,3/31/2019,0,0,,
H8GU01020, MICHAEL F.Q. MR.,SAN NICOLAS,I,1,DEM,17682.00,0.00,0.00,0.00,61913.78,79595.78,0.00,4967.00,0.00,0.00,0.00,26154.95,12715.00,GU,0.00,,,,,,0.00,0,3/31/2019,0,0,,
H8GU01046, DORIS FLORES,BROOKS,C,2,REP,5600.00,0.00,17284.34,0.00,11684.34,0.00,5600.00,0.00,0.00,0.00,0.00,0.00,0.00,GU,0.00,,,,,,0.00,0,1/31/2019,0,0,,
H2HI02128, EDWARD,CASE,I,1,DEM,77975.00,0.00,10840.45,0.00,81021.06,148155.61,0.00,0.00,0.00,0.00,0.00,151286.04,475.00,HI,1.00,,,,,,77500.00,0,3/31/2019,0,0,,
H4HI01167, DONNA MERCADO,KIM,O,1,DEM,0.00,0.00,5142.51,0.00,5142.51,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,HI,1.00,,,,,,0.00,0,3/31/2019,0,0,,
H8HI01192, MARK KANIELA,ING,O,1,DEM,0.00,0.00,0.00,0.00,8075.56,8075.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HI,1.00,,,,,,0.00,0,3/31/2019,0,0,,
H8HI01200, DOUG,CHIN,O,1,DEM,1794.26,0.00,125.64,0.00,6957.54,8626.16,0.00,0.00,0.00,0.00,0.00,7322.23,0.00,HI,1.00,,,,,,1700.00,0,3/31/2019,0,0,,
H0HI01157, CHARLES K,DJOU,O,2,REP,0.00,0.00,0.00,0.00,5042.24,5042.24,0.00,0.00,0.00,0.00,0.00,0.01,0.00,HI,1.00,,,,,,0.00,0,3/31/2019,0,0,,
H8HI00012, CAMPBELL,CAVASSO,O,2,REP,0.00,0.00,1483.41,0.00,1483.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HI,1.00,,,,,,0.00,0,3/31/2019,0,0,,
H0HI01058, MATTHEW,MATSUNAGA,C,1,DEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98909.00,0.00,HI,2.00,,,,,,0.00,0,3/31/2019,0,0,,
H0HI02155, KAIALI'I,KAHELE,C,1,DEM,250337.13,0.00,29736.60,0.00,0.00,220600.53,0.00,0.00,0.00,0.00,0.00,0.00,241637.13,HI,2.00,,,,,,8700.00,0,3/31/2019,835,0,,
H2HI02508, TULSI,GABBARD,I,1,DEM,5079895.24,3000000.00,4266590.31,3000000.00,2016417.90,2829722.83,75.00,0.00,0.00,0.00,0.00,0.00,2031825.50,HI,2.00,,,,,,1000.00,0,3/31/2019,3054.9,0,,
H6HI01113, MULIUFI F 'MUFI',HANNEMANN,O,1,DEM,7000.00,0.00,4749.83,0.00,-293.21,1956.96,0.00,7000.00,0.00,0.00,0.00,300765.19,0.00,HI,2.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IA01094, ABBY,FINKENAUER,I,1,DEM,390830.51,0.00,117909.93,0.00,28983.42,301904.00,0.00,0.00,0.00,0.00,0.00,48958.20,271087.53,IA,1.00,,,,,,118750.00,238.42,3/31/2019,0,0,,
H2IA01055, RODNEY,BLUM,I,2,REP,3787.84,3172.78,18202.44,0.00,87651.40,73236.80,0.00,0.00,0.00,0.00,0.00,114119.00,615.06,IA,1.00,,,,,,0.00,0,3/31/2019,6400,0,,
H6IA02146, DAVID WAYNE,LOEBSACK,I,1,DEM,124296.63,0.00,63903.04,0.00,668853.44,729247.03,0.00,0.00,0.00,0.00,0.00,0.00,39796.63,IA,2.00,,,,,,84500.00,0,3/31/2019,0,0,,
H6IA02161, CHRISTOPHER,PETERS,C,2,REP,0.00,0.00,613.11,0.00,773.11,160.00,0.00,0.00,0.00,0.00,0.00,240000.00,0.00,IA,2.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IA02043, MARIANNETTE JANE,MILLER-MEEKS,C,2,REP,0.00,0.00,0.00,0.00,144.61,144.61,0.00,0.00,0.00,0.00,0.00,20100.00,0.00,IA,2.00,,,,,,0.00,0,3/31/2019,0,0,,
H4IA04113, JIM,MOWRER,C,1,DEM,0.00,0.00,0.00,0.00,158.41,158.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IA,3.00,,,,,,0.00,0,3/31/2019,0,0,,
H6IA03235, DESMUND DOUGLAS,ADAMS,C,1,DEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4168.95,0.00,IA,3.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IA03124, CINDY,AXNE,I,1,DEM,416824.08,0.00,87601.08,0.00,20377.50,349600.50,0.00,0.00,0.00,0.00,0.00,15000.00,263095.92,IA,3.00,,,,,,124500.00,0,3/31/2019,351.61,0,,
H8IA03157, THERESA,GREENFIELD,C,1,DEM,0.00,0.00,1151.66,0.00,38244.40,37092.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IA,3.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IA03173, PETE,D'ALESSANDRO,C,1,DEM,0.00,0.00,2227.34,0.00,2227.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IA,3.00,,,,,,0.00,0,4/3/2019,0,0,,
H8IA03181, EDDIE J.,MAURO,C,1,DEM,24287.30,0.00,52512.37,0.00,28521.63,296.56,23400.00,0.00,0.00,0.00,0.00,0.00,0.00,IA,3.00,,,,,,0.00,0,4/10/2019,0,0,,
H0IA03139, BRAD,ZAUN,O,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22987.69,0.00,IA,3.00,,,,,,0.00,0,3/31/2019,0,0,,
H4IA03115, DAVID,YOUNG,I,2,REP,3169.19,3169.19,12091.74,0.00,12799.70,3877.15,0.00,0.00,0.00,0.00,0.00,197500.00,0.00,IA,3.00,,,,,,0.00,0,3/31/2019,0,0,,
H4IA05102, THOMAS,LATHAM,C,2,REP,0.00,0.00,8364.88,0.00,354833.40,346468.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IA,3.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IA03082, KIM,SCHMETT,C,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11660.59,0.00,IA,3.00,,,,,,0.00,0,3/31/2019,0,0,,
S4IA00103, DAVID,YOUNG,O,2,REP,3169.19,3169.19,12091.74,0.00,12799.70,3877.15,0.00,0.00,0.00,0.00,0.00,197500.00,0.00,IA,3.00,,,,,,0.00,0,3/31/2019,0,0,,
H6IA04134, KIMBERLY,WEAVER,C,1,DEM,0.00,0.00,0.00,0.00,2531.16,14784.06,0.00,0.00,0.00,0.00,0.00,10794.74,0.00,IA,4.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IA04106, JAMES D.,SCHOLTEN,C,1,DEM,4981.97,0.00,17113.00,0.00,75443.55,63312.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IA,4.00,,,,,,0.00,0,3/31/2019,0,0,,
H0IA04129, BRET A DR.,RICHARDS,C,2,REP,65556.05,0.00,28416.96,0.00,0.00,37139.09,2145.00,48000.00,0.00,0.00,0.00,48000.00,15411.05,IA,4.00,,,,,,0.00,0,3/31/2019,0,0,,
H0IA04137, JEREMY,TAYLOR,C,2,REP,57728.85,0.00,7663.58,0.00,0.00,50065.27,276.85,0.00,0.00,0.00,0.00,0.00,57452.00,IA,4.00,,,,,,0.00,0,3/31/2019,0,0,,
H0IA04145, RANDALL,FEENSTRA,C,2,REP,260442.00,0.00,20758.23,0.00,0.00,239683.77,0.00,0.00,0.00,0.00,0.00,0.00,252942.00,IA,4.00,,,,,,7500.00,0,3/31/2019,0,0,,
H2IA05072, STEVE MR.,KING,I,2,REP,61666.52,0.00,69501.68,0.00,26220.50,18385.34,0.00,0.00,0.00,0.00,0.00,0.00,57666.52,IA,4.00,,,,,,4000.00,0,3/31/2019,0,0,,
H8IA04148, CYNDI,HANSON,C,2,REP,0.00,0.00,0.00,0.00,2480.00,2480.00,0.00,19900.00,0.00,0.00,0.00,29706.00,0.00,IA,4.00,,,,,,0.00,0,3/31/2019,0,0,,
H0IA05092, MATTHEW,CAMPBELL,C,1,DEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45636.41,0.00,IA,5.00,,,,,,0.00,0,3/31/2019,0,0,,
H8ID01215, ANA,MCNEIL,O,1,DEM,34.16,0.00,816.00,0.00,781.84,0.00,34.16,0.00,0.00,620.00,0.00,0.00,0.00,ID,1.00,,,,,,0.00,0,3/31/2019,0,0,,
H0ID01253, RAUL R. HON.,LABRADOR,I,2,REP,0.00,0.00,1359.44,0.00,1359.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ID,1.00,,,,,,0.00,0,2/26/2019,0,0,,
H6ID01177, WILLIAM T.,SALI,C,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ID,1.00,,,,,,0.00,0,3/31/2019,0,0,,
H8ID01124, RUSS,FULCHER,I,2,REP,53967.28,0.00,45396.16,0.00,-719.19,7851.93,0.00,0.00,0.00,0.00,0.00,0.00,7360.00,ID,1.00,,,,,,45500.00,0,3/31/2019,300,0,,
H8ID01132, MICHAEL,SNYDER,O,2,REP,0.00,0.00,0.00,0.00,1908.38,1908.38,0.00,0.00,0.00,0.00,0.00,4000.00,0.00,ID,1.00,,,,,,0.00,0,3/31/2019,0,0,,
H8ID01140, LUCAS TODD,MALEK,O,2,REP,250.00,0.00,250.00,0.00,39238.98,39238.98,0.00,250.00,0.00,0.00,0.00,14454.56,0.00,ID,1.00,,,,,,0.00,0,3/31/2019,0,0,,
H8ID01199, WILLIAM,HOWARD,O,3,LIB,0.00,0.00,0.00,0.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ID,1.00,,,,,,0.00,0,4/9/2019,0,0,,
H8ID02148, CARLTON AARON,SWISHER,C,1,DEM,0.00,0.00,0.00,0.00,7444.46,7444.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ID,2.00,,,,,,0.00,0,3/31/2019,0,0,,
H8ID02064, MICHAEL,SIMPSON,I,2,REP,97820.00,0.00,136032.40,85000.00,267071.57,228859.17,0.00,0.00,0.00,0.00,0.00,0.00,23320.00,ID,2.00,,,,,,74500.00,0,3/31/2019,0,0,,
H0IL01178, ROBERT ALEX JR.,EMMONS,C,1,DEM,7656.81,0.00,6533.28,0.00,0.00,1123.53,0.00,0.00,0.00,0.00,0.00,0.00,7656.81,IL,1.00,,,,,,0.00,0,3/31/2019,0,0,,
H2IL01042, BOBBY LEE,RUSH,I,1,DEM,3000.00,0.00,38375.74,0.00,66639.54,31263.80,0.00,0.00,0.00,0.00,0.00,25589.43,3000.00,IL,1.00,,,,,,0.00,0,3/31/2019,0,0,,
H2IL02172, ROBIN,KELLY,I,1,DEM,193149.80,0.00,89946.56,0.00,487767.16,590970.40,0.00,0.00,0.00,0.00,0.00,0.00,80115.27,IL,2.00,,,,,,113000.00,0,3/31/2019,0,0,,
H4IL02178, ANTHONY A,BEALE,O,1,DEM,0.00,0.00,0.00,0.00,48.44,48.44,0.00,0.00,0.00,0.00,0.00,10300.00,0.00,IL,2.00,,,,,,0.00,0,3/31/2019,0,0,,
H4IL03077, DANIEL WILLIAM WILLIAM,LIPINSKI,I,1,DEM,128612.47,0.00,153963.25,0.00,450084.11,424733.33,0.00,0.00,0.00,0.00,0.00,0.00,55870.00,IL,3.00,,,,,,72473.00,0,3/31/2019,0,1000,,
H8IL03102, MARIE,NEWMAN,C,1,DEM,211423.58,0.00,30324.03,0.00,70.52,181170.07,3777.75,0.00,0.00,0.00,0.00,160635.93,203685.15,IL,3.00,,,,,,2500.00,0,3/31/2019,0,0,,
H8IL03110, MATEUSZ,TOMKOWIAK,C,3,IND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,3.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL03136, JUSTIN MR.,HANSON,C,3,IND,0.00,0.00,119.97,0.00,1248.17,1128.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,3.00,,,,,,0.00,0,3/31/2019,0,0,,
H2IL08039, LUIS V,GUTIERREZ,I,1,DEM,2186.62,0.00,13944.11,0.00,13354.91,1597.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,4.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL04084, MANUEL,FLORES,C,1,DEM,0.00,0.00,0.00,0.00,243848.45,243848.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,4.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL04134, JESUS,GARCIA,I,1,DEM,33228.33,0.00,36334.24,0.00,15070.46,11964.55,0.00,0.00,0.00,0.00,0.00,0.00,23634.66,IL,4.00,,,,,,9500.00,0,3/31/2019,500,0,,
H8IL04159, SOL,FLORES,O,1,DEM,0.00,0.00,5711.99,0.00,12209.43,6497.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,4.00,,,,,,0.00,0,3/31/2019,5299.3,0,,
H8IL04175, MARK WAYNE,LORCH,O,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,4.00,,,,,,0.00,0,1/1/2019,0,0,,
H0IL05096, MIKE,QUIGLEY,I,1,DEM,105131.32,0.00,89584.32,0.00,777495.55,793042.55,0.00,0.00,0.00,0.00,0.00,0.00,52431.32,IL,5.00,,,,,,52700.00,0,3/31/2019,0,0,,
H8IL05131, STEVE J,SCHWARTZBERG ,C,1,DEM,0.00,0.00,0.00,0.00,-193.89,-193.89,0.00,0.00,0.00,0.00,0.00,2511.57,0.00,IL,5.00,,,,,,0.00,0,3/31/2019,0,0,,
H2IL06058, LESLIE ANNE,COOLIDGE,C,1,DEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143008.02,0.00,IL,6.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL06105, JENNIFER MS.,ZORDANI,C,1,DEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,6.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL06121, KELLY,MAZESKI,C,1,DEM,200.00,0.00,100.00,0.00,564.49,664.49,200.00,0.00,0.00,0.00,0.00,250000.00,0.00,IL,6.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL06139, SEAN,CASTEN,C,1,DEM,321159.25,2671.77,82113.76,0.00,77529.08,316574.57,0.00,0.00,0.00,0.00,0.00,141756.15,188930.71,IL,6.00,,,,,,123001.00,5000,3/31/2019,1993.5,0,,
H8IL06147, CAROLE,CHENEY,C,1,DEM,0.00,0.00,45.00,0.00,2153.62,2108.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,6.00,,,,,,0.00,0,3/31/2019,0,0,,
H6IL06117, PETER,ROSKAM,I,2,REP,2647.74,0.00,8354.99,0.00,20139.25,14432.00,0.00,0.00,0.00,0.00,0.00,0.00,2302.20,IL,6.00,,,,,,0.00,0,3/31/2019,2000,0,,
H4IL07037, DANNY K,DAVIS,I,1,DEM,23288.82,0.00,29264.32,0.00,203987.47,198011.97,0.00,0.00,0.00,0.00,0.00,58954.71,4788.82,IL,7.00,,,,,,18500.00,0,3/31/2019,0,0,,
H0IL07159, TRACY,JENNINGS,C,3,NNE,5790.00,0.00,8233.64,0.00,8354.85,5911.21,0.00,0.00,0.00,0.00,0.00,0.00,5790.00,IL,7.00,,,,,,0.00,0,3/31/2019,0,0,,
H6IL08147, S. RAJA,KRISHNAMOORTHI,I,1,DEM,1061774.74,0.00,163976.39,0.00,4276671.79,5174470.14,798.56,0.00,0.00,0.00,0.00,0.00,916638.22,IL,8.00,,,,,,139700.00,0,3/31/2019,2720,0,,
H8IL08044, DAVID,MCSWEENEY,C,2,REP,0.00,0.00,0.00,0.00,20.07,20.07,0.00,0.00,0.00,0.00,0.00,1150398.52,0.00,IL,8.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL08101, JITENDRA JD,DIGANVKER,C,2,REP,0.00,0.00,0.00,0.00,2683.45,2683.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,8.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL09067, JANICE D,SCHAKOWSKY,I,1,DEM,448052.51,0.00,195081.18,0.00,429091.18,682062.51,0.00,0.00,0.00,0.00,0.00,0.00,405134.18,IL,9.00,,,,,,42775.00,0,3/31/2019,1400,750,,
H8IL09224, JOHN D,ELLESON,C,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,9.00,,,,,,0.00,0,1/18/2019,0,0,,
H0IL10328, MILTON J,SUMPTION,O,1,DEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20301.67,0.00,IL,10.00,,,,,,0.00,0,3/31/2019,0,0,,
H2IL10068, BRADLEY SCOTT,SCHNEIDER,I,1,DEM,437905.34,0.00,394259.42,0.00,1287583.93,1331229.85,0.00,0.00,0.00,0.00,0.00,0.00,319291.47,IL,10.00,,,,,,118500.00,88.4,3/31/2019,2377,0,,
H6IL10135, NANCY,RODKIN ROTERING,C,1,DEM,0.00,0.00,0.00,0.00,1024.77,1024.77,0.00,0.00,0.00,0.00,0.00,250000.00,0.00,IL,10.00,,,,,,0.00,0,3/31/2019,0,0,,
H0IL10302, ROBERT JAMES JR,DOLD,I,2,REP,0.00,0.00,1000.00,0.00,45648.39,44648.39,0.00,0.00,0.00,0.00,0.00,163595.92,0.00,IL,10.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL10115, DOUGLAS R 1963,BENNETT,C,2,REP,0.00,0.00,72.97,0.00,2486.94,2413.97,0.00,0.00,0.00,0.00,0.00,115600.00,0.00,IL,10.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL14067, G. WILLIAM (BILL),FOSTER,I,1,DEM,218162.14,0.00,486742.32,0.00,3178752.61,2910172.43,0.00,0.00,0.00,0.00,0.00,1065644.72,86431.10,IL,11.00,,,,,,94000.00,0,3/31/2019,50,0,,
H4IL11229, CRAIG,ROBBINS,C,2,REP,0.00,0.00,560.00,0.00,3031.55,2471.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,11.00,,,,,,0.00,0,3/31/2019,0,0,,
H6IL11117, TONIA,KHOURI,C,2,REP,0.00,0.00,0.00,0.00,4420.66,4420.66,0.00,0.00,0.00,0.00,0.00,222750.00,0.00,IL,11.00,,,,,,0.00,0,3/31/2019,0,0,,
H6IL11133, DOMINICK J. M.D.,STELLA,C,2,REP,2700.92,0.00,6133.74,0.00,3432.82,0.00,0.00,0.00,0.00,5219.34,0.00,367737.66,2700.00,IL,11.00,,,,,,0.00,0,3/31/2019,0,0,,
H6IL12099, CHARLES JOHN,BARICEVIC,C,1,DEM,0.00,0.00,0.00,0.00,117.06,117.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,12.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL12129, BRENDAN,KELLY,C,1,DEM,0.00,0.00,1606.91,0.00,4059.75,2452.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,12.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL21021, JERRY F,COSTELLO,C,1,DEM,748.44,0.00,11858.25,0.00,606444.36,595334.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,12.00,,,,,,0.00,0,3/31/2019,0,0,,
H4IL12060, MICHAEL,BOST,I,2,REP,296342.59,83999.59,43531.14,0.00,5320.68,258132.13,0.00,0.00,0.00,0.00,0.00,8281.72,74385.00,IL,12.00,,,,,,137000.00,0,3/31/2019,6050,2000,,
H8IL13150, BETSY DIRKSEN,LONDRIGAN,C,1,DEM,6651.58,0.00,5686.47,0.00,768.26,1733.37,0.00,2152.00,0.00,0.00,0.00,2152.00,1940.82,IL,13.00,,,,,,2501.00,0,3/31/2019,1650,502,,
H2IL13120, RODNEY L,DAVIS,I,2,REP,542293.33,32410.02,168322.86,0.00,19576.43,393546.90,0.00,0.00,0.00,0.00,0.00,55925.41,94704.10,IL,13.00,,,,,,414647.20,500,3/31/2019,0,1500,,
H8IL14166, MATT,BROLLEY,C,1,DEM,0.00,0.00,0.00,0.00,0.00,249.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,14.00,,,,,,0.00,0,4/1/2019,0,0,,
H8IL14174, LAUREN A,UNDERWOOD,I,1,DEM,342339.57,0.00,125232.91,0.00,35822.47,252929.13,0.00,0.00,0.00,0.00,0.00,0.00,242323.57,IL,14.00,,,,,,95501.00,4500,3/31/2019,4485.77,0,,
H0IL14080, RANDY,HULTGREN,I,2,REP,121222.72,0.00,23790.90,0.00,395.52,97827.34,0.00,0.00,0.00,0.00,3700.00,0.00,100.00,IL,14.00,,,,,,5000.00,0,3/31/2019,4950,4250,,
H0IL14148, MATTHEW MARK MR.,QUIGLEY,C,2,REP,13916.62,0.00,6673.62,0.00,6325.80,13568.80,2525.00,6673.62,0.00,0.00,0.00,6673.62,4718.00,IL,14.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL14075, CHRIS,LAUZEN,O,2,REP,0.00,0.00,0.00,0.00,20.16,20.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,14.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL14083, JAMES D,OBERWEIS,O,2,REP,207450.00,0.00,5026.95,0.00,0.00,202423.05,0.00,100000.00,0.00,0.00,0.00,100000.00,106450.00,IL,14.00,,,,,,1000.00,0,3/31/2019,0,0,,
H8IL15072, KEVIN,GAITHER,C,1,DEM,0.00,0.00,0.00,0.00,76.10,76.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,15.00,,,,,,0.00,0,3/31/2019,0,0,,
H2IL20042, JOHN M,SHIMKUS,I,2,REP,193143.02,0.00,151671.04,0.00,1000738.78,1042210.76,53.11,0.00,0.00,0.00,0.00,0.00,37021.00,IL,15.00,,,,,,154500.00,0,3/31/2019,0,0,,
H6IL15084, KYLE,MCCARTER,C,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,171823.68,0.00,IL,15.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL16096, NEILL DR.,MOHAMMAD,C,1,DEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,16.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL16120, SARA,DADY,C,1,DEM,2080.00,0.00,339.90,0.00,-16574.74,-14834.64,0.00,0.00,0.00,0.00,0.00,1000.00,2080.00,IL,16.00,,,,,,0.00,0,3/31/2019,0,0,,
H0IL11052, ADAM,KINZINGER,I,2,REP,325595.24,162736.24,132049.19,0.00,1006464.11,1200010.16,0.00,0.00,0.00,0.00,0.00,0.00,111559.00,IL,16.00,,,,,,51300.00,0,3/31/2019,0,0,,
H8IL16153, JAMES THOMAS,MARTER,C,2,REP,200.00,0.00,468.40,0.00,420.79,152.39,0.00,200.00,0.00,0.00,0.00,35887.46,0.00,IL,16.00,,,,,,0.00,0,3/31/2019,0,0,,
H2IL17071, CHERI,BUSTOS,I,1,DEM,456319.30,0.00,782020.88,0.00,2334441.18,2008739.60,0.00,0.00,0.00,0.00,0.00,0.00,243593.98,IL,17.00,,,,,,182050.00,0,3/31/2019,2500,0,,
H6IL18161, JUNIUS,RODRIGUEZ,C,1,DEM,0.00,0.00,4905.41,0.00,4905.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,18.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IL18092, BRIAN,DETERS,C,1,DEM,0.00,0.00,15.00,0.00,812.77,797.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IL,18.00,,,,,,0.00,0,3/31/2019,0,0,,
H6IL18088, DARIN MCKAY,LAHOOD,I,2,REP,299327.82,17381.01,254029.44,0.00,1591585.40,1636883.78,0.00,0.00,0.00,0.00,0.00,0.00,82176.32,IL,18.00,,,,,,199500.00,0,3/31/2019,0,0,,
H8IL18043, AARON JON MR.,SCHOCK,I,2,REP,0.00,0.00,0.00,0.00,5749.90,5749.90,0.00,0.00,0.00,0.00,0.00,746985.45,0.00,IL,18.00,,,,,,0.00,0,3/31/2019,0,0,,
H4IN01012, PETER J.,VISCLOSKY,I,1,DEM,160519.76,0.00,129804.32,0.00,378554.23,409269.67,0.00,0.00,0.00,0.00,0.00,0.00,51519.76,IN,1.00,,,,,,106500.00,2500,3/31/2019,0,0,,
H6IN02155, LYNN CARNELL,COLEMAN,C,1,DEM,0.00,0.00,10997.56,0.00,10997.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IN,2.00,,,,,,0.00,0,3/5/2019,0,0,,
H8IN02169, MEL,HALL,C,1,DEM,40016.03,0.00,3942.17,0.00,57224.79,93298.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,IN,2.00,,,,,,0.00,0,3/31/2019,0,0,,
H8IN02177, MARY PATRICIA,HACKETT,C,1,DEM,1000.00,0.00,737.00,0.00,168.25,431.25,0.00,1000.00,0.00,0.00,0.00,1500.00,0.00,IN,2.00,,,,,,0.00,0,3/31/2019,0,0,,
